CustomerID,AmountSpent,ProductCategory,LoginFrequency,ServiceUsage,ChurnStatus,Days_Since_Last_Transaction,Days_Since_last_Interaction,Days_Since_Last_Login
10,5.86,Furniture,29,Online Banking,1,1046,,918
10,35.29,Clothing,29,Online Banking,1,992,,918
10,303.4,Groceries,29,Online Banking,1,1082,,918
10,223.85,Furniture,29,Online Banking,1,1045,,918
10,471.18,Furniture,29,Online Banking,1,1277,,918
10,179.0,Groceries,29,Online Banking,1,1140,,918
10,178.78,Electronics,29,Online Banking,1,1043,,918
11,334.62,Books,30,Online Banking,0,1139,995.0,909
11,334.62,Books,30,Online Banking,0,1139,1270.0,909
11,462.0,Groceries,30,Online Banking,0,1236,995.0,909
11,462.0,Groceries,30,Online Banking,0,1236,1270.0,909
11,163.78,Books,30,Online Banking,0,1031,995.0,909
11,163.78,Books,30,Online Banking,0,1031,1270.0,909
11,426.06,Books,30,Online Banking,0,948,995.0,909
11,426.06,Books,30,Online Banking,0,948,1270.0,909
11,347.37,Groceries,30,Online Banking,0,1020,995.0,909
11,347.37,Groceries,30,Online Banking,0,1020,1270.0,909
12,87.1,Electronics,43,Website,0,990,963.0,566
12,87.1,Electronics,43,Website,0,990,1284.0,566
13,173.13,Electronics,10,Mobile App,0,1026,1088.0,745
13,54.17,Clothing,10,Mobile App,0,1092,1088.0,745
13,164.72,Books,10,Mobile App,0,1074,1088.0,745
14,442.99,Furniture,26,Online Banking,0,1128,1090.0,921
14,442.99,Furniture,26,Online Banking,0,1128,1086.0,921
14,412.2,Furniture,26,Online Banking,0,1189,1090.0,921
14,412.2,Furniture,26,Online Banking,0,1189,1086.0,921
14,186.37,Groceries,26,Online Banking,0,1160,1090.0,921
14,186.37,Groceries,26,Online Banking,0,1160,1086.0,921
14,150.22,Books,26,Online Banking,0,984,1090.0,921
14,150.22,Books,26,Online Banking,0,984,1086.0,921
14,478.59,Groceries,26,Online Banking,0,1140,1090.0,921
14,478.59,Groceries,26,Online Banking,0,1140,1086.0,921
14,335.44,Clothing,26,Online Banking,0,1007,1090.0,921
14,335.44,Clothing,26,Online Banking,0,1007,1086.0,921
14,468.35,Furniture,26,Online Banking,0,1279,1090.0,921
14,468.35,Furniture,26,Online Banking,0,1279,1086.0,921
14,213.22,Groceries,26,Online Banking,0,1244,1090.0,921
14,213.22,Groceries,26,Online Banking,0,1244,1086.0,921
14,156.21,Groceries,26,Online Banking,0,1142,1090.0,921
14,156.21,Groceries,26,Online Banking,0,1142,1086.0,921
15,283.39,Books,44,Online Banking,0,1209,1005.0,765
15,283.39,Books,44,Online Banking,0,1209,1261.0,765
15,383.9,Electronics,44,Online Banking,0,981,1005.0,765
15,383.9,Electronics,44,Online Banking,0,981,1261.0,765
15,160.79,Books,44,Online Banking,0,1191,1005.0,765
15,160.79,Books,44,Online Banking,0,1191,1261.0,765
15,273.54,Furniture,44,Online Banking,0,1276,1005.0,765
15,273.54,Furniture,44,Online Banking,0,1276,1261.0,765
15,68.63,Groceries,44,Online Banking,0,1156,1005.0,765
15,68.63,Groceries,44,Online Banking,0,1156,1261.0,765
15,406.29,Groceries,44,Online Banking,0,1270,1005.0,765
15,406.29,Groceries,44,Online Banking,0,1270,1261.0,765
15,151.88,Furniture,44,Online Banking,0,1068,1005.0,765
15,151.88,Furniture,44,Online Banking,0,1068,1261.0,765
15,185.6,Clothing,44,Online Banking,0,946,1005.0,765
15,185.6,Clothing,44,Online Banking,0,946,1261.0,765
16,52.67,Books,41,Online Banking,1,967,1115.0,857
16,52.67,Books,41,Online Banking,1,967,1045.0,857
16,352.99,Books,41,Online Banking,1,1092,1115.0,857
16,352.99,Books,41,Online Banking,1,1092,1045.0,857
16,250.51,Furniture,41,Online Banking,1,970,1115.0,857
16,250.51,Furniture,41,Online Banking,1,970,1045.0,857
16,154.7,Books,41,Online Banking,1,978,1115.0,857
16,154.7,Books,41,Online Banking,1,978,1045.0,857
16,470.53,Clothing,41,Online Banking,1,1075,1115.0,857
16,470.53,Clothing,41,Online Banking,1,1075,1045.0,857
16,97.06,Electronics,41,Online Banking,1,1077,1115.0,857
16,97.06,Electronics,41,Online Banking,1,1077,1045.0,857
16,159.18,Furniture,41,Online Banking,1,948,1115.0,857
16,159.18,Furniture,41,Online Banking,1,948,1045.0,857
16,147.82,Furniture,41,Online Banking,1,1052,1115.0,857
16,147.82,Furniture,41,Online Banking,1,1052,1045.0,857
16,334.33,Books,41,Online Banking,1,979,1115.0,857
16,334.33,Books,41,Online Banking,1,979,1045.0,857
17,67.2,Groceries,8,Online Banking,0,1142,1165.0,685
17,67.2,Groceries,8,Online Banking,0,1142,1170.0,685
17,92.54,Electronics,8,Online Banking,0,1024,1165.0,685
17,92.54,Electronics,8,Online Banking,0,1024,1170.0,685
17,344.04,Electronics,8,Online Banking,0,1096,1165.0,685
17,344.04,Electronics,8,Online Banking,0,1096,1170.0,685
17,431.79,Books,8,Online Banking,0,1092,1165.0,685
17,431.79,Books,8,Online Banking,0,1092,1170.0,685
17,121.62,Furniture,8,Online Banking,0,968,1165.0,685
17,121.62,Furniture,8,Online Banking,0,968,1170.0,685
17,124.02,Clothing,8,Online Banking,0,1118,1165.0,685
17,124.02,Clothing,8,Online Banking,0,1118,1170.0,685
17,444.06,Groceries,8,Online Banking,0,1114,1165.0,685
17,444.06,Groceries,8,Online Banking,0,1114,1170.0,685
18,164.11,Groceries,37,Website,1,1149,984.0,603
18,97.23,Furniture,37,Website,1,1054,984.0,603
18,281.73,Books,37,Website,1,1178,984.0,603
18,154.09,Furniture,37,Website,1,1257,984.0,603
18,254.22,Books,37,Website,1,1282,984.0,603
19,382.15,Furniture,39,Online Banking,0,1009,964.0,864
19,382.15,Furniture,39,Online Banking,0,1009,1188.0,864
19,477.83,Furniture,39,Online Banking,0,1167,964.0,864
19,477.83,Furniture,39,Online Banking,0,1167,1188.0,864
19,19.8,Groceries,39,Online Banking,0,1097,964.0,864
19,19.8,Groceries,39,Online Banking,0,1097,1188.0,864
19,125.66,Furniture,39,Online Banking,0,940,964.0,864
19,125.66,Furniture,39,Online Banking,0,940,1188.0,864
19,11.82,Clothing,39,Online Banking,0,941,964.0,864
19,11.82,Clothing,39,Online Banking,0,941,1188.0,864
20,345.75,Groceries,16,Website,0,1103,1096.0,704
20,191.96,Electronics,16,Website,0,945,1096.0,704
20,324.99,Clothing,16,Website,0,1263,1096.0,704
20,488.22,Clothing,16,Website,0,966,1096.0,704
20,39.34,Groceries,16,Website,0,1004,1096.0,704
20,485.84,Clothing,16,Website,0,1039,1096.0,704
20,122.1,Groceries,16,Website,0,1033,1096.0,704
20,315.55,Furniture,16,Website,0,1192,1096.0,704
20,462.1,Books,16,Website,0,1202,1096.0,704
21,97.31,Books,18,Website,0,1249,,764
21,217.3,Groceries,18,Website,0,1197,,764
21,64.35,Books,18,Website,0,1236,,764
21,153.58,Books,18,Website,0,1218,,764
21,380.48,Groceries,18,Website,0,1082,,764
22,247.99,Furniture,42,Mobile App,0,1072,1289.0,805
22,247.99,Furniture,42,Mobile App,0,1072,1078.0,805
22,463.48,Groceries,42,Mobile App,0,1016,1289.0,805
22,463.48,Groceries,42,Mobile App,0,1016,1078.0,805
22,218.65,Clothing,42,Mobile App,0,1004,1289.0,805
22,218.65,Clothing,42,Mobile App,0,1004,1078.0,805
22,89.96,Furniture,42,Mobile App,0,1146,1289.0,805
22,89.96,Furniture,42,Mobile App,0,1146,1078.0,805
22,402.9,Books,42,Mobile App,0,1027,1289.0,805
22,402.9,Books,42,Mobile App,0,1027,1078.0,805
22,159.75,Furniture,42,Mobile App,0,1264,1289.0,805
22,159.75,Furniture,42,Mobile App,0,1264,1078.0,805
23,345.79,Groceries,19,Mobile App,0,985,1219.0,743
23,345.79,Groceries,19,Mobile App,0,985,1242.0,743
23,457.01,Books,19,Mobile App,0,1196,1219.0,743
23,457.01,Books,19,Mobile App,0,1196,1242.0,743
23,273.08,Groceries,19,Mobile App,0,1277,1219.0,743
23,273.08,Groceries,19,Mobile App,0,1277,1242.0,743
23,414.86,Books,19,Mobile App,0,1254,1219.0,743
23,414.86,Books,19,Mobile App,0,1254,1242.0,743
24,76.78,Clothing,12,Mobile App,0,1138,990.0,654
24,128.8,Books,12,Mobile App,0,950,990.0,654
24,431.03,Furniture,12,Mobile App,0,985,990.0,654
24,485.5,Groceries,12,Mobile App,0,1254,990.0,654
24,21.11,Clothing,12,Mobile App,0,994,990.0,654
25,330.41,Groceries,27,Mobile App,0,1039,956.0,885
25,392.9,Books,27,Mobile App,0,1046,956.0,885
25,41.46,Groceries,27,Mobile App,0,1016,956.0,885
26,318.48,Books,45,Mobile App,1,952,950.0,659
26,45.91,Furniture,45,Mobile App,1,934,950.0,659
26,207.37,Clothing,45,Mobile App,1,1084,950.0,659
27,288.66,Books,22,Mobile App,0,1164,1132.0,657
27,344.59,Furniture,22,Mobile App,0,1292,1132.0,657
27,390.78,Electronics,22,Mobile App,0,1158,1132.0,657
27,415.81,Electronics,22,Mobile App,0,982,1132.0,657
27,191.92,Clothing,22,Mobile App,0,1092,1132.0,657
27,172.02,Groceries,22,Mobile App,0,1101,1132.0,657
27,348.97,Clothing,22,Mobile App,0,1254,1132.0,657
27,57.85,Groceries,22,Mobile App,0,1260,1132.0,657
28,56.85,Electronics,42,Online Banking,0,944,1192.0,632
28,56.85,Electronics,42,Online Banking,0,944,961.0,632
28,329.36,Books,42,Online Banking,0,1270,1192.0,632
28,329.36,Books,42,Online Banking,0,1270,961.0,632
28,467.92,Electronics,42,Online Banking,0,1100,1192.0,632
28,467.92,Electronics,42,Online Banking,0,1100,961.0,632
28,339.61,Furniture,42,Online Banking,0,1290,1192.0,632
28,339.61,Furniture,42,Online Banking,0,1290,961.0,632
28,325.01,Electronics,42,Online Banking,0,1046,1192.0,632
28,325.01,Electronics,42,Online Banking,0,1046,961.0,632
28,183.51,Electronics,42,Online Banking,0,988,1192.0,632
28,183.51,Electronics,42,Online Banking,0,988,961.0,632
29,438.71,Books,34,Website,0,1071,1040.0,686
29,438.71,Books,34,Website,0,1071,1192.0,686
29,25.15,Clothing,34,Website,0,1244,1040.0,686
29,25.15,Clothing,34,Website,0,1244,1192.0,686
29,389.21,Clothing,34,Website,0,1029,1040.0,686
29,389.21,Clothing,34,Website,0,1029,1192.0,686
30,257.88,Books,38,Website,0,1036,1202.0,738
30,257.88,Books,38,Website,0,1036,1007.0,738
30,448.78,Electronics,38,Website,0,1163,1202.0,738
30,448.78,Electronics,38,Website,0,1163,1007.0,738
31,314.38,Clothing,23,Online Banking,0,953,1127.0,702
31,314.38,Clothing,23,Online Banking,0,953,1167.0,702
31,101.96,Furniture,23,Online Banking,0,1283,1127.0,702
31,101.96,Furniture,23,Online Banking,0,1283,1167.0,702
31,184.39,Clothing,23,Online Banking,0,1178,1127.0,702
31,184.39,Clothing,23,Online Banking,0,1178,1167.0,702
31,194.45,Books,23,Online Banking,0,1218,1127.0,702
31,194.45,Books,23,Online Banking,0,1218,1167.0,702
31,313.38,Books,23,Online Banking,0,1030,1127.0,702
31,313.38,Books,23,Online Banking,0,1030,1167.0,702
32,460.5,Groceries,48,Mobile App,0,1056,,925
32,315.06,Electronics,48,Mobile App,0,1236,,925
32,111.98,Groceries,48,Mobile App,0,1074,,925
32,127.97,Books,48,Mobile App,0,1096,,925
32,210.01,Clothing,48,Mobile App,0,1019,,925
33,356.54,Clothing,24,Mobile App,1,1077,1146.0,792
33,332.46,Groceries,24,Mobile App,1,985,1146.0,792
34,383.48,Clothing,44,Online Banking,0,981,1113.0,838
34,383.48,Clothing,44,Online Banking,0,981,1157.0,838
34,242.66,Furniture,44,Online Banking,0,945,1113.0,838
34,242.66,Furniture,44,Online Banking,0,945,1157.0,838
34,240.24,Clothing,44,Online Banking,0,1093,1113.0,838
34,240.24,Clothing,44,Online Banking,0,1093,1157.0,838
34,111.43,Furniture,44,Online Banking,0,1106,1113.0,838
34,111.43,Furniture,44,Online Banking,0,1106,1157.0,838
34,51.23,Electronics,44,Online Banking,0,1288,1113.0,838
34,51.23,Electronics,44,Online Banking,0,1288,1157.0,838
34,269.06,Books,44,Online Banking,0,1101,1113.0,838
34,269.06,Books,44,Online Banking,0,1101,1157.0,838
34,76.57,Clothing,44,Online Banking,0,1221,1113.0,838
34,76.57,Clothing,44,Online Banking,0,1221,1157.0,838
34,298.83,Clothing,44,Online Banking,0,940,1113.0,838
34,298.83,Clothing,44,Online Banking,0,940,1157.0,838
34,212.9,Electronics,44,Online Banking,0,1014,1113.0,838
34,212.9,Electronics,44,Online Banking,0,1014,1157.0,838
35,135.67,Furniture,19,Mobile App,0,1045,1108.0,788
35,471.59,Books,19,Mobile App,0,1203,1108.0,788
35,172.58,Electronics,19,Mobile App,0,1172,1108.0,788
36,97.55,Electronics,6,Online Banking,0,1121,995.0,889
36,72.0,Electronics,6,Online Banking,0,1127,995.0,889
36,445.86,Groceries,6,Online Banking,0,1235,995.0,889
36,54.72,Electronics,6,Online Banking,0,1110,995.0,889
36,452.54,Books,6,Online Banking,0,996,995.0,889
36,198.88,Clothing,6,Online Banking,0,1202,995.0,889
37,487.83,Clothing,3,Online Banking,0,955,1217.0,691
37,489.73,Clothing,3,Online Banking,0,1069,1217.0,691
37,288.97,Clothing,3,Online Banking,0,1207,1217.0,691
37,426.1,Furniture,3,Online Banking,0,994,1217.0,691
37,413.56,Furniture,3,Online Banking,0,1138,1217.0,691
37,269.85,Clothing,3,Online Banking,0,1227,1217.0,691
37,495.59,Books,3,Online Banking,0,1290,1217.0,691
37,95.14,Groceries,3,Online Banking,0,1162,1217.0,691
37,200.11,Furniture,3,Online Banking,0,1217,1217.0,691
38,431.43,Books,47,Online Banking,0,980,1212.0,600
38,24.88,Groceries,47,Online Banking,0,1242,1212.0,600
38,418.55,Groceries,47,Online Banking,0,957,1212.0,600
39,439.79,Electronics,26,Online Banking,0,1064,,911
39,12.77,Groceries,26,Online Banking,0,951,,911
39,90.54,Electronics,26,Online Banking,0,1099,,911
39,332.93,Furniture,26,Online Banking,0,1200,,911
39,315.91,Furniture,26,Online Banking,0,1197,,911
40,312.32,Electronics,20,Website,0,1230,969.0,644
40,339.69,Furniture,20,Website,0,1285,969.0,644
40,100.36,Electronics,20,Website,0,1142,969.0,644
40,281.66,Groceries,20,Website,0,1167,969.0,644
40,310.6,Groceries,20,Website,0,1082,969.0,644
40,81.78,Furniture,20,Website,0,1164,969.0,644
40,151.94,Groceries,20,Website,0,1118,969.0,644
41,329.86,Furniture,38,Mobile App,1,1259,1239.0,746
41,33.36,Clothing,38,Mobile App,1,1250,1239.0,746
42,93.75,Books,10,Mobile App,0,1192,,733
42,110.57,Books,10,Mobile App,0,1002,,733
42,326.29,Groceries,10,Mobile App,0,1094,,733
43,218.4,Groceries,25,Mobile App,0,1178,1205.0,786
43,218.4,Groceries,25,Mobile App,0,1178,976.0,786
43,305.2,Clothing,25,Mobile App,0,1057,1205.0,786
43,305.2,Clothing,25,Mobile App,0,1057,976.0,786
43,380.34,Groceries,25,Mobile App,0,990,1205.0,786
43,380.34,Groceries,25,Mobile App,0,990,976.0,786
43,256.88,Clothing,25,Mobile App,0,1206,1205.0,786
43,256.88,Clothing,25,Mobile App,0,1206,976.0,786
43,325.4,Electronics,25,Mobile App,0,1043,1205.0,786
43,325.4,Electronics,25,Mobile App,0,1043,976.0,786
43,396.79,Books,25,Mobile App,0,1237,1205.0,786
43,396.79,Books,25,Mobile App,0,1237,976.0,786
43,330.62,Clothing,25,Mobile App,0,1099,1205.0,786
43,330.62,Clothing,25,Mobile App,0,1099,976.0,786
44,423.71,Groceries,35,Mobile App,0,969,1188.0,614
44,227.58,Electronics,35,Mobile App,0,1113,1188.0,614
44,36.53,Groceries,35,Mobile App,0,1259,1188.0,614
45,300.42,Groceries,49,Online Banking,0,939,1120.0,686
46,134.67,Electronics,24,Online Banking,1,1064,,719
47,283.35,Furniture,21,Website,0,1188,,822
47,154.22,Furniture,21,Website,0,1007,,822
47,180.48,Groceries,21,Website,0,983,,822
47,49.88,Electronics,21,Website,0,973,,822
47,303.45,Clothing,21,Website,0,1018,,822
47,158.06,Books,21,Website,0,1207,,822
47,336.93,Furniture,21,Website,0,1204,,822
48,316.09,Books,34,Website,0,1134,,768
48,118.52,Clothing,34,Website,0,1086,,768
48,170.22,Electronics,34,Website,0,953,,768
48,429.87,Furniture,34,Website,0,1141,,768
48,191.81,Groceries,34,Website,0,1051,,768
48,72.34,Books,34,Website,0,1097,,768
48,298.44,Electronics,34,Website,0,1155,,768
49,223.89,Electronics,18,Online Banking,0,1138,,881
49,62.73,Books,18,Online Banking,0,1236,,881
49,354.86,Groceries,18,Online Banking,0,1218,,881
50,413.93,Groceries,19,Online Banking,0,1049,1238.0,735
50,413.93,Groceries,19,Online Banking,0,1049,989.0,735
50,469.96,Groceries,19,Online Banking,0,1287,1238.0,735
50,469.96,Groceries,19,Online Banking,0,1287,989.0,735
50,361.72,Clothing,19,Online Banking,0,1074,1238.0,735
50,361.72,Clothing,19,Online Banking,0,1074,989.0,735
50,269.01,Furniture,19,Online Banking,0,953,1238.0,735
50,269.01,Furniture,19,Online Banking,0,953,989.0,735
51,23.42,Books,3,Mobile App,1,1178,,627
51,476.36,Electronics,3,Mobile App,1,1213,,627
51,50.08,Furniture,3,Mobile App,1,1095,,627
52,401.25,Groceries,6,Mobile App,0,1248,,884
53,218.92,Furniture,20,Mobile App,0,1084,,656
53,420.01,Books,20,Mobile App,0,954,,656
53,34.48,Groceries,20,Mobile App,0,934,,656
53,195.81,Groceries,20,Mobile App,0,988,,656
53,64.35,Groceries,20,Mobile App,0,1224,,656
53,252.85,Books,20,Mobile App,0,1072,,656
53,68.92,Clothing,20,Mobile App,0,1142,,656
54,178.11,Groceries,22,Online Banking,0,1132,1284.0,911
54,178.11,Groceries,22,Online Banking,0,1132,971.0,911
54,283.1,Books,22,Online Banking,0,1111,1284.0,911
54,283.1,Books,22,Online Banking,0,1111,971.0,911
55,101.59,Clothing,33,Website,0,1047,,701
55,433.0,Furniture,33,Website,0,1139,,701
55,125.76,Groceries,33,Website,0,1198,,701
55,127.82,Clothing,33,Website,0,1288,,701
55,341.18,Furniture,33,Website,0,1208,,701
56,138.07,Groceries,14,Mobile App,0,1105,,699
56,365.65,Books,14,Mobile App,0,1109,,699
56,462.05,Electronics,14,Mobile App,0,1047,,699
56,255.32,Clothing,14,Mobile App,0,1159,,699
56,222.37,Books,14,Mobile App,0,947,,699
57,295.23,Electronics,44,Online Banking,0,964,955.0,730
57,86.35,Books,44,Online Banking,0,1121,955.0,730
57,216.17,Groceries,44,Online Banking,0,1244,955.0,730
58,445.85,Clothing,9,Online Banking,0,1229,1098.0,824
58,445.85,Clothing,9,Online Banking,0,1229,1275.0,824
58,356.52,Electronics,9,Online Banking,0,997,1098.0,824
58,356.52,Electronics,9,Online Banking,0,997,1275.0,824
58,326.58,Clothing,9,Online Banking,0,974,1098.0,824
58,326.58,Clothing,9,Online Banking,0,974,1275.0,824
58,314.01,Books,9,Online Banking,0,1191,1098.0,824
58,314.01,Books,9,Online Banking,0,1191,1275.0,824
58,467.63,Clothing,9,Online Banking,0,1246,1098.0,824
58,467.63,Clothing,9,Online Banking,0,1246,1275.0,824
58,305.23,Groceries,9,Online Banking,0,1200,1098.0,824
58,305.23,Groceries,9,Online Banking,0,1200,1275.0,824
59,139.62,Electronics,45,Online Banking,0,1090,,586
59,51.58,Electronics,45,Online Banking,0,994,,586
59,101.31,Furniture,45,Online Banking,0,961,,586
60,10.61,Electronics,25,Mobile App,0,1143,1137.0,870
60,10.61,Electronics,25,Mobile App,0,1143,1210.0,870
60,94.75,Clothing,25,Mobile App,0,942,1137.0,870
60,94.75,Clothing,25,Mobile App,0,942,1210.0,870
60,457.37,Groceries,25,Mobile App,0,1184,1137.0,870
60,457.37,Groceries,25,Mobile App,0,1184,1210.0,870
60,218.36,Books,25,Mobile App,0,1263,1137.0,870
60,218.36,Books,25,Mobile App,0,1263,1210.0,870
61,252.72,Furniture,47,Website,1,1274,1196.0,570
61,308.15,Electronics,47,Website,1,1012,1196.0,570
61,118.1,Electronics,47,Website,1,1255,1196.0,570
62,91.91,Books,16,Mobile App,0,966,935.0,692
62,91.91,Books,16,Mobile App,0,966,1235.0,692
62,116.15,Groceries,16,Mobile App,0,1292,935.0,692
62,116.15,Groceries,16,Mobile App,0,1292,1235.0,692
62,272.02,Clothing,16,Mobile App,0,1053,935.0,692
62,272.02,Clothing,16,Mobile App,0,1053,1235.0,692
62,359.92,Electronics,16,Mobile App,0,1031,935.0,692
62,359.92,Electronics,16,Mobile App,0,1031,1235.0,692
63,387.43,Groceries,7,Mobile App,0,1232,,785
63,68.98,Electronics,7,Mobile App,0,949,,785
63,189.74,Books,7,Mobile App,0,963,,785
63,436.58,Clothing,7,Mobile App,0,953,,785
63,115.73,Furniture,7,Mobile App,0,1108,,785
63,328.22,Groceries,7,Mobile App,0,1232,,785
63,324.69,Furniture,7,Mobile App,0,968,,785
63,229.33,Furniture,7,Mobile App,0,1218,,785
63,124.41,Furniture,7,Mobile App,0,1177,,785
64,286.35,Furniture,11,Online Banking,0,944,,777
64,184.28,Electronics,11,Online Banking,0,1174,,777
64,494.58,Clothing,11,Online Banking,0,1059,,777
65,118.54,Groceries,27,Mobile App,0,975,,663
65,195.94,Electronics,27,Mobile App,0,1017,,663
65,165.51,Groceries,27,Mobile App,0,1102,,663
65,417.53,Electronics,27,Mobile App,0,1098,,663
65,462.37,Furniture,27,Mobile App,0,1000,,663
66,209.63,Groceries,40,Online Banking,0,1119,,702
66,202.31,Clothing,40,Online Banking,0,1260,,702
66,78.23,Clothing,40,Online Banking,0,959,,702
66,176.53,Books,40,Online Banking,0,1230,,702
66,165.81,Groceries,40,Online Banking,0,1049,,702
66,19.43,Groceries,40,Online Banking,0,1035,,702
66,407.13,Electronics,40,Online Banking,0,1278,,702
66,150.04,Electronics,40,Online Banking,0,941,,702
67,84.61,Clothing,17,Online Banking,0,1260,1177.0,727
67,84.61,Clothing,17,Online Banking,0,1260,1155.0,727
67,285.49,Clothing,17,Online Banking,0,1065,1177.0,727
67,285.49,Clothing,17,Online Banking,0,1065,1155.0,727
67,30.24,Books,17,Online Banking,0,983,1177.0,727
67,30.24,Books,17,Online Banking,0,983,1155.0,727
67,301.42,Clothing,17,Online Banking,0,1118,1177.0,727
67,301.42,Clothing,17,Online Banking,0,1118,1155.0,727
68,57.28,Electronics,5,Website,1,1095,1139.0,725
68,57.28,Electronics,5,Website,1,1095,1270.0,725
68,363.53,Groceries,5,Website,1,996,1139.0,725
68,363.53,Groceries,5,Website,1,996,1270.0,725
68,237.01,Books,5,Website,1,986,1139.0,725
68,237.01,Books,5,Website,1,986,1270.0,725
68,228.66,Clothing,5,Website,1,1164,1139.0,725
68,228.66,Clothing,5,Website,1,1164,1270.0,725
69,191.33,Books,29,Mobile App,0,1139,1018.0,614
69,293.62,Furniture,29,Mobile App,0,978,1018.0,614
69,421.42,Books,29,Mobile App,0,958,1018.0,614
69,132.16,Clothing,29,Mobile App,0,1220,1018.0,614
70,404.42,Furniture,10,Mobile App,0,949,,857
70,406.93,Electronics,10,Mobile App,0,1071,,857
70,363.4,Clothing,10,Mobile App,0,1055,,857
70,401.39,Furniture,10,Mobile App,0,1108,,857
70,284.85,Clothing,10,Mobile App,0,1292,,857
70,492.36,Books,10,Mobile App,0,957,,857
70,100.63,Furniture,10,Mobile App,0,1282,,857
71,166.05,Groceries,47,Online Banking,1,1287,1275.0,702
71,166.05,Groceries,47,Online Banking,1,1287,1193.0,702
71,172.53,Groceries,47,Online Banking,1,996,1275.0,702
71,172.53,Groceries,47,Online Banking,1,996,1193.0,702
71,136.01,Clothing,47,Online Banking,1,989,1275.0,702
71,136.01,Clothing,47,Online Banking,1,989,1193.0,702
72,331.07,Electronics,25,Online Banking,1,1277,1288.0,816
72,331.07,Electronics,25,Online Banking,1,1277,1294.0,816
72,184.84,Clothing,25,Online Banking,1,1268,1288.0,816
72,184.84,Clothing,25,Online Banking,1,1268,1294.0,816
72,388.6,Clothing,25,Online Banking,1,970,1288.0,816
72,388.6,Clothing,25,Online Banking,1,970,1294.0,816
72,20.1,Clothing,25,Online Banking,1,1136,1288.0,816
72,20.1,Clothing,25,Online Banking,1,1136,1294.0,816
72,40.85,Electronics,25,Online Banking,1,1110,1288.0,816
72,40.85,Electronics,25,Online Banking,1,1110,1294.0,816
