CustomerID,TransactionID,TransactionDate,AmountSpent,ProductCategory,InteractionID,InteractionDate,InteractionType,ResolutionStatus,LastLoginDate,LoginFrequency,ServiceUsage,ChurnStatus
15,3147,2022-12-16,185.6,Clothing,6644.0,2022-10-18,Feedback,Unresolved,2023-06-15,44,Online Banking,0
15,3147,2022-12-16,185.6,Clothing,3914.0,2022-02-04,Complaint,Unresolved,2023-06-15,44,Online Banking,0
16,9620,2022-11-25,52.67,Books,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,9620,2022-11-25,52.67,Books,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,5751,2022-07-23,352.99,Books,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,5751,2022-07-23,352.99,Books,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,3844,2022-11-22,250.51,Furniture,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,3844,2022-11-22,250.51,Furniture,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,6371,2022-11-14,154.7,Books,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,6371,2022-11-14,154.7,Books,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,4438,2022-08-09,470.53,Clothing,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,4438,2022-08-09,470.53,Clothing,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,6637,2022-08-07,97.06,Electronics,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,6637,2022-08-07,97.06,Electronics,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,6615,2022-12-14,159.18,Furniture,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,6615,2022-12-14,159.18,Furniture,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,7531,2022-09-01,147.82,Furniture,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,7531,2022-09-01,147.82,Furniture,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,1141,2022-11-13,334.33,Books,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,1141,2022-11-13,334.33,Books,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
17,1301,2022-06-03,67.2,Groceries,2246.0,2022-05-11,Inquiry,Unresolved,2023-09-03,8,Online Banking,0
17,1301,2022-06-03,67.2,Groceries,7540.0,2022-05-06,Inquiry,Resolved,2023-09-03,8,Online Banking,0
17,7359,2022-09-29,92.54,Electronics,2246.0,2022-05-11,Inquiry,Unresolved,2023-09-03,8,Online Banking,0
17,7359,2022-09-29,92.54,Electronics,7540.0,2022-05-06,Inquiry,Resolved,2023-09-03,8,Online Banking,0
17,2767,2022-07-19,344.04,Electronics,2246.0,2022-05-11,Inquiry,Unresolved,2023-09-03,8,Online Banking,0
17,2767,2022-07-19,344.04,Electronics,7540.0,2022-05-06,Inquiry,Resolved,2023-09-03,8,Online Banking,0
17,3589,2022-07-23,431.79,Books,2246.0,2022-05-11,Inquiry,Unresolved,2023-09-03,8,Online Banking,0
17,3589,2022-07-23,431.79,Books,7540.0,2022-05-06,Inquiry,Resolved,2023-09-03,8,Online Banking,0
17,9294,2022-11-24,121.62,Furniture,2246.0,2022-05-11,Inquiry,Unresolved,2023-09-03,8,Online Banking,0
17,9294,2022-11-24,121.62,Furniture,7540.0,2022-05-06,Inquiry,Resolved,2023-09-03,8,Online Banking,0
17,4397,2022-06-27,124.02,Clothing,2246.0,2022-05-11,Inquiry,Unresolved,2023-09-03,8,Online Banking,0
17,4397,2022-06-27,124.02,Clothing,7540.0,2022-05-06,Inquiry,Resolved,2023-09-03,8,Online Banking,0
17,4890,2022-07-01,444.06,Groceries,2246.0,2022-05-11,Inquiry,Unresolved,2023-09-03,8,Online Banking,0
17,4890,2022-07-01,444.06,Groceries,7540.0,2022-05-06,Inquiry,Resolved,2023-09-03,8,Online Banking,0
18,4769,2022-05-27,164.11,Groceries,9487.0,2022-11-08,Inquiry,Unresolved,2023-11-24,37,Website,1
18,1171,2022-08-30,97.23,Furniture,9487.0,2022-11-08,Inquiry,Unresolved,2023-11-24,37,Website,1
18,6170,2022-04-28,281.73,Books,9487.0,2022-11-08,Inquiry,Unresolved,2023-11-24,37,Website,1
18,1028,2022-02-08,154.09,Furniture,9487.0,2022-11-08,Inquiry,Unresolved,2023-11-24,37,Website,1
18,9033,2022-01-14,254.22,Books,9487.0,2022-11-08,Inquiry,Unresolved,2023-11-24,37,Website,1
19,3893,2022-10-14,382.15,Furniture,9979.0,2022-11-28,Complaint,Unresolved,2023-03-08,39,Online Banking,0
19,3893,2022-10-14,382.15,Furniture,8180.0,2022-04-18,Complaint,Unresolved,2023-03-08,39,Online Banking,0
19,9830,2022-05-09,477.83,Furniture,9979.0,2022-11-28,Complaint,Unresolved,2023-03-08,39,Online Banking,0
19,9830,2022-05-09,477.83,Furniture,8180.0,2022-04-18,Complaint,Unresolved,2023-03-08,39,Online Banking,0
19,5865,2022-07-18,19.8,Groceries,9979.0,2022-11-28,Complaint,Unresolved,2023-03-08,39,Online Banking,0
19,5865,2022-07-18,19.8,Groceries,8180.0,2022-04-18,Complaint,Unresolved,2023-03-08,39,Online Banking,0
19,6290,2022-12-22,125.66,Furniture,9979.0,2022-11-28,Complaint,Unresolved,2023-03-08,39,Online Banking,0
19,6290,2022-12-22,125.66,Furniture,8180.0,2022-04-18,Complaint,Unresolved,2023-03-08,39,Online Banking,0
19,8988,2022-12-21,11.82,Clothing,9979.0,2022-11-28,Complaint,Unresolved,2023-03-08,39,Online Banking,0
19,8988,2022-12-21,11.82,Clothing,8180.0,2022-04-18,Complaint,Unresolved,2023-03-08,39,Online Banking,0
20,1490,2022-07-12,345.75,Groceries,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
20,2219,2022-12-17,191.96,Electronics,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
20,4307,2022-02-02,324.99,Clothing,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
20,8961,2022-11-26,488.22,Clothing,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
20,7435,2022-10-19,39.34,Groceries,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
20,4846,2022-09-14,485.84,Clothing,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
20,5167,2022-09-20,122.1,Groceries,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
20,9861,2022-04-14,315.55,Furniture,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
20,4640,2022-04-04,462.1,Books,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
21,2493,2022-02-16,97.31,Books,,,,,2023-06-16,18,Website,0
21,2596,2022-04-09,217.3,Groceries,,,,,2023-06-16,18,Website,0
21,8416,2022-03-01,64.35,Books,,,,,2023-06-16,18,Website,0
21,3714,2022-03-19,153.58,Books,,,,,2023-06-16,18,Website,0
21,3647,2022-08-02,380.48,Groceries,,,,,2023-06-16,18,Website,0
22,3133,2022-08-12,247.99,Furniture,2931.0,2022-01-07,Inquiry,Resolved,2023-05-06,42,Mobile App,0
22,3133,2022-08-12,247.99,Furniture,6355.0,2022-08-06,Inquiry,Resolved,2023-05-06,42,Mobile App,0
22,6885,2022-10-07,463.48,Groceries,2931.0,2022-01-07,Inquiry,Resolved,2023-05-06,42,Mobile App,0
22,6885,2022-10-07,463.48,Groceries,6355.0,2022-08-06,Inquiry,Resolved,2023-05-06,42,Mobile App,0
22,8646,2022-10-19,218.65,Clothing,2931.0,2022-01-07,Inquiry,Resolved,2023-05-06,42,Mobile App,0
22,8646,2022-10-19,218.65,Clothing,6355.0,2022-08-06,Inquiry,Resolved,2023-05-06,42,Mobile App,0
22,6250,2022-05-30,89.96,Furniture,2931.0,2022-01-07,Inquiry,Resolved,2023-05-06,42,Mobile App,0
22,6250,2022-05-30,89.96,Furniture,6355.0,2022-08-06,Inquiry,Resolved,2023-05-06,42,Mobile App,0
22,5095,2022-09-26,402.9,Books,2931.0,2022-01-07,Inquiry,Resolved,2023-05-06,42,Mobile App,0
22,5095,2022-09-26,402.9,Books,6355.0,2022-08-06,Inquiry,Resolved,2023-05-06,42,Mobile App,0
22,5195,2022-02-01,159.75,Furniture,2931.0,2022-01-07,Inquiry,Resolved,2023-05-06,42,Mobile App,0
22,5195,2022-02-01,159.75,Furniture,6355.0,2022-08-06,Inquiry,Resolved,2023-05-06,42,Mobile App,0
23,8983,2022-11-07,345.79,Groceries,4991.0,2022-03-18,Complaint,Unresolved,2023-07-07,19,Mobile App,0
23,8983,2022-11-07,345.79,Groceries,6401.0,2022-02-23,Complaint,Resolved,2023-07-07,19,Mobile App,0
23,4105,2022-04-10,457.01,Books,4991.0,2022-03-18,Complaint,Unresolved,2023-07-07,19,Mobile App,0
23,4105,2022-04-10,457.01,Books,6401.0,2022-02-23,Complaint,Resolved,2023-07-07,19,Mobile App,0
23,2838,2022-01-19,273.08,Groceries,4991.0,2022-03-18,Complaint,Unresolved,2023-07-07,19,Mobile App,0
23,2838,2022-01-19,273.08,Groceries,6401.0,2022-02-23,Complaint,Resolved,2023-07-07,19,Mobile App,0
23,1498,2022-02-11,414.86,Books,4991.0,2022-03-18,Complaint,Unresolved,2023-07-07,19,Mobile App,0
23,1498,2022-02-11,414.86,Books,6401.0,2022-02-23,Complaint,Resolved,2023-07-07,19,Mobile App,0
24,4322,2022-06-07,76.78,Clothing,2733.0,2022-11-02,Complaint,Resolved,2023-10-04,12,Mobile App,0
24,5599,2022-12-12,128.8,Books,2733.0,2022-11-02,Complaint,Resolved,2023-10-04,12,Mobile App,0
24,9658,2022-11-07,431.03,Furniture,2733.0,2022-11-02,Complaint,Resolved,2023-10-04,12,Mobile App,0
24,7717,2022-02-11,485.5,Groceries,2733.0,2022-11-02,Complaint,Resolved,2023-10-04,12,Mobile App,0
24,2676,2022-10-29,21.11,Clothing,2733.0,2022-11-02,Complaint,Resolved,2023-10-04,12,Mobile App,0
25,5648,2022-09-14,330.41,Groceries,8432.0,2022-12-06,Feedback,Resolved,2023-02-15,27,Mobile App,0
25,4092,2022-09-07,392.9,Books,8432.0,2022-12-06,Feedback,Resolved,2023-02-15,27,Mobile App,0
25,7927,2022-10-07,41.46,Groceries,8432.0,2022-12-06,Feedback,Resolved,2023-02-15,27,Mobile App,0
26,9145,2022-12-10,318.48,Books,3912.0,2022-12-12,Complaint,Resolved,2023-09-29,45,Mobile App,1
26,1480,2022-12-28,45.91,Furniture,3912.0,2022-12-12,Complaint,Resolved,2023-09-29,45,Mobile App,1
26,8843,2022-07-31,207.37,Clothing,3912.0,2022-12-12,Complaint,Resolved,2023-09-29,45,Mobile App,1
27,4425,2022-05-12,288.66,Books,9414.0,2022-06-13,Feedback,Unresolved,2023-10-01,22,Mobile App,0
27,5786,2022-01-04,344.59,Furniture,9414.0,2022-06-13,Feedback,Unresolved,2023-10-01,22,Mobile App,0
27,4102,2022-05-18,390.78,Electronics,9414.0,2022-06-13,Feedback,Unresolved,2023-10-01,22,Mobile App,0
27,2276,2022-11-10,415.81,Electronics,9414.0,2022-06-13,Feedback,Unresolved,2023-10-01,22,Mobile App,0
27,1996,2022-07-23,191.92,Clothing,9414.0,2022-06-13,Feedback,Unresolved,2023-10-01,22,Mobile App,0
27,2452,2022-07-14,172.02,Groceries,9414.0,2022-06-13,Feedback,Unresolved,2023-10-01,22,Mobile App,0
27,6309,2022-02-11,348.97,Clothing,9414.0,2022-06-13,Feedback,Unresolved,2023-10-01,22,Mobile App,0
27,7397,2022-02-05,57.85,Groceries,9414.0,2022-06-13,Feedback,Unresolved,2023-10-01,22,Mobile App,0
28,5739,2022-12-18,56.85,Electronics,4174.0,2022-04-14,Complaint,Unresolved,2023-10-26,42,Online Banking,0
28,5739,2022-12-18,56.85,Electronics,2029.0,2022-12-01,Inquiry,Unresolved,2023-10-26,42,Online Banking,0
28,1702,2022-01-26,329.36,Books,4174.0,2022-04-14,Complaint,Unresolved,2023-10-26,42,Online Banking,0
28,1702,2022-01-26,329.36,Books,2029.0,2022-12-01,Inquiry,Unresolved,2023-10-26,42,Online Banking,0
28,2248,2022-07-15,467.92,Electronics,4174.0,2022-04-14,Complaint,Unresolved,2023-10-26,42,Online Banking,0
28,2248,2022-07-15,467.92,Electronics,2029.0,2022-12-01,Inquiry,Unresolved,2023-10-26,42,Online Banking,0
28,4690,2022-01-06,339.61,Furniture,4174.0,2022-04-14,Complaint,Unresolved,2023-10-26,42,Online Banking,0
28,4690,2022-01-06,339.61,Furniture,2029.0,2022-12-01,Inquiry,Unresolved,2023-10-26,42,Online Banking,0
28,2591,2022-09-07,325.01,Electronics,4174.0,2022-04-14,Complaint,Unresolved,2023-10-26,42,Online Banking,0
28,2591,2022-09-07,325.01,Electronics,2029.0,2022-12-01,Inquiry,Unresolved,2023-10-26,42,Online Banking,0
28,9559,2022-11-04,183.51,Electronics,4174.0,2022-04-14,Complaint,Unresolved,2023-10-26,42,Online Banking,0
28,9559,2022-11-04,183.51,Electronics,2029.0,2022-12-01,Inquiry,Unresolved,2023-10-26,42,Online Banking,0
29,2528,2022-08-13,438.71,Books,8538.0,2022-09-13,Inquiry,Resolved,2023-09-02,34,Website,0
29,2528,2022-08-13,438.71,Books,3691.0,2022-04-14,Feedback,Unresolved,2023-09-02,34,Website,0
29,1801,2022-02-21,25.15,Clothing,8538.0,2022-09-13,Inquiry,Resolved,2023-09-02,34,Website,0
29,1801,2022-02-21,25.15,Clothing,3691.0,2022-04-14,Feedback,Unresolved,2023-09-02,34,Website,0
29,9118,2022-09-24,389.21,Clothing,8538.0,2022-09-13,Inquiry,Resolved,2023-09-02,34,Website,0
29,9118,2022-09-24,389.21,Clothing,3691.0,2022-04-14,Feedback,Unresolved,2023-09-02,34,Website,0
30,7047,2022-09-17,257.88,Books,3289.0,2022-04-04,Complaint,Resolved,2023-07-12,38,Website,0
30,7047,2022-09-17,257.88,Books,4606.0,2022-10-16,Complaint,Unresolved,2023-07-12,38,Website,0
30,1004,2022-05-13,448.78,Electronics,3289.0,2022-04-04,Complaint,Resolved,2023-07-12,38,Website,0
30,1004,2022-05-13,448.78,Electronics,4606.0,2022-10-16,Complaint,Unresolved,2023-07-12,38,Website,0
31,5083,2022-12-09,314.38,Clothing,6635.0,2022-06-18,Inquiry,Resolved,2023-08-17,23,Online Banking,0
31,5083,2022-12-09,314.38,Clothing,5130.0,2022-05-09,Complaint,Resolved,2023-08-17,23,Online Banking,0
31,6259,2022-01-13,101.96,Furniture,6635.0,2022-06-18,Inquiry,Resolved,2023-08-17,23,Online Banking,0
